file	adv	stop	volume_adv_15	Lane_adv	AIY_adv	TUY_adv	SCA_adv	OccTime_adv	HeadwayFoll_adv	GapFoll_adv	HeadwayLead_adv	GapLead_adv	arrival_time_adv	volume_adv_cycle_adv	AIY_stop	TUY_stop	SCA_stop	OccTime_stop	HeadwayFoll_stop	GapFoll_stop	HeadwayLead_stop	GapLead_stop	arrival_time_stop	volume_adv_cycle_stop	travel_time
20230104_20	100456	200457.0	150.0	L	98.4	1.6	GG	0.4	84.0	83.5	11.9	11.5	-1.6	11.0	1.8	98.2	YY	0.6	80.1	40.3	7.9	7.3	1.8	21.0	3.4
20230104_20	100521	200526.0	150.0	R	3.6	97.5	RR	0.4	44.9	44.3	1.9	1.5	3.6	10.0	11.7	89.4	RG	56.0	24.8	23.2	60.1	4.1	11.7	10.0	8.1
20230104_20	100537	200539.0	113.0	M	0.4	99.6	YY	0.3	26.3	26.0	5.0	4.7	0.4	9.0	6.0	94.0	RG	57.1	27.6	26.8	75.1	18.0	6.0	9.0	5.6
20230104_20	100630	200632.0	113.0	R	1.1	98.2	YY	0.4	12.0	11.7	4.9	4.5	1.1	15.0	8.3	91.0	RG	67.0	21.1	19.9	68.1	1.1	8.3	15.0	7.2
20230104_20	100775	200778.0	109.0	M	0.3	99.7	YY	0.3	36.2	35.8	8.0	7.7	0.3	9.0	6.1	93.9	RG	50.9	36.9	35.8	51.3	0.4	6.1	9.0	5.8
20230104_20	100776	200779.0	109.0	R	0.4	99.6	YY	0.3	41.0	40.5	134.7	134.4	0.4	9.0	6.2	93.8	RG	50.5	41.3	40.2	134.8	84.3	6.2	9.0	5.8
20230104_20	100777	200780.0	109.0	L	1.0	99.0	YY	1.9	7.5	6.0	11.0	9.1	1.0	9.0	8.0	92.0	RG	50.8	8.7	7.7	51.1	0.3	8.0	9.0	7.0
20230104_20	100788	200789.0	109.0	L	98.5	1.5	GG	0.6	38.0	36.6	27.7	27.1	-1.5	9.0	2.8	89.1	YR	0.8	37.0	36.0	53.0	52.2	2.8	15.0	4.3
20230104_20	100836	200837.0	109.0	M	2.2	87.8	YY	0.3	12.1	11.7	26.3	26.0	2.2	16.0	9.3	80.7	RG	55.0	13.2	12.0	56.3	1.3	9.3	16.0	7.1
20230104_20	100875	200876.0	109.0	M	1.9	90.7	YY	0.3	65.9	65.6	30.2	29.9	1.9	13.0	8.7	83.9	RG	53.8	73.2	30.9	54.3	0.5	8.7	13.0	6.8
20230104_21	100142	200143.0	117.0	L	108.7	1.3	GG	0.6	19.7	19.2	63.9	63.3	-1.3	16.0	4.3	92.0	RG	66.6	20.9	20.0	70.1	3.5	4.3	3.0	5.6
20230104_21	100148	200152.0	117.0	R	1.2	107.5	YY	0.3	103.1	102.8	3.2	2.9	1.2	27.0	8.0	100.7	RG	62.7	106.4	105.7	63.1	0.4	8.0	27.0	6.8
20230104_21	100251	200252.0	106.0	R	1.2	95.9	YY	0.3	8.4	8.1	39.5	39.2	1.2	11.0	7.3	89.8	RG	56.5	10.1	9.3	60.6	4.1	7.3	11.0	6.1
20230104_21	100300	200302.0	106.0	R	1.9	100.5	YY	0.3	8.0	7.7	11.1	10.8	1.9	7.0	8.4	94.0	RG	66.7	32.5	31.5	67.3	0.6	8.4	7.0	6.5
20230104_21	100311	200312.0	106.0	M	1.8	96.1	YY	0.2	98.4	97.8	103.8	103.6	1.8	7.0	7.5	90.4	RG	68.1	94.3	32.6	104.4	36.3	7.5	7.0	5.7
20230104_21	100402	200404.0	129.0	R	2.5	97.5	YY	0.3	23.1	22.6	25.0	24.7	2.5	12.0	8.5	91.5	RG	51.1	23.6	22.5	51.6	0.5	8.5	12.0	6.0
20230104_21	100641	200646.0	112.0	M	97.3	4.4	GG	0.4	46.6	45.4	56.1	55.7	-4.4	14.0	101.5	0.2	GY	0.7	20.1	16.8	60.1	59.4	-0.2	14.0	4.2
20230104_21	100642	200647.0	112.0	L	97.8	3.9	GG	0.6	27.5	26.8	83.8	83.2	-3.9	14.0	0.2	90.7	YY	0.8	18.9	16.8	127.8	127.0	0.2	9.0	4.1
20230104_21	100643	200645.0	112.0	R	97.9	3.8	GG	0.2	62.0	61.5	1.5	1.3	-3.8	14.0	101.2	0.5	GY	0.7	67.6	23.2	1.5	0.8	-0.5	14.0	3.3
20230104_21	100644	200648.0	112.0	R	99.4	2.3	GG	0.2	1.5	1.3	5.6	5.4	-2.3	14.0	1.0	89.9	YY	0.7	1.5	0.8	17.3	16.6	1.0	9.0	3.3
20230104_21	100691	200692.0	112.0	R	110.7	3.4	GG	0.2	14.6	14.2	39.5	39.3	-3.4	16.0	0.2	99.8	YY	0.7	12.9	11.8	45.2	44.5	0.2	16.0	3.6
20230104_21	100693	200694.0	112.0	M	2.1	97.9	YY	0.3	48.3	48.0	34.9	34.6	2.1	16.0	8.1	91.9	RG	47.5	47.0	45.9	49.7	2.2	8.1	16.0	6.0
20230104_21	100741	200745.0	112.0	R	1.8	94.2	YY	0.2	49.0	48.6	4.0	3.8	1.8	17.0	7.7	88.3	RG	49.9	50.0	49.0	51.0	1.1	7.7	17.0	5.9
20230104_22	100086	200087.0	105.0	M	0.3	114.7	YY	0.3	27.2	26.9	11.9	11.6	0.3	18.0	3.9	111.1	RR	0.6	26.7	25.9	16.1	15.5	3.9	18.0	3.6
20230104_22	100110	200112.0	105.0	L	113.2	1.8	GG	0.5	40.4	39.5	19.6	19.1	-1.8	18.0	2.2	92.8	YY	0.7	39.6	38.7	25.0	24.3	2.2	13.0	4.0
20230104_22	100111	200113.0	105.0	M	113.8	1.2	GG	0.4	80.3	79.8	11.3	10.9	-1.2	18.0	3.2	91.8	YR	0.9	98.2	49.0	14.7	13.8	3.2	13.0	4.4
20230104_22	100217	200219.0	92.0	M	116.0	3.4	GG	0.3	4.0	3.7	2.7	2.4	-3.4	14.0	0.2	94.8	YY	0.7	3.9	3.2	2.5	1.8	0.2	7.0	3.6
20230104_22	100218	200221.0	92.0	M	118.7	0.7	GG	0.3	2.7	2.4	13.1	12.8	-0.7	14.0	2.7	92.3	YY	0.7	2.5	1.8	19.4	18.7	2.7	7.0	3.4
20230104_22	100231	200232.0	92.0	R	93.0	2.0	GG	0.3	77.0	76.6	5.5	5.2	-2.0	7.0	2.1	102.9	YY	0.8	39.3	37.0	9.2	8.4	2.1	12.0	4.1
20230104_22	100233	200238.0	92.0	R	3.5	101.5	YR	0.4	5.5	5.2	42.4	42.0	3.5	12.0	11.3	93.7	RG	50.0	9.2	8.4	51.2	1.2	11.3	12.0	7.8
20230104_22	100249	200252.0	92.0	M	101.0	4.0	GG	0.3	42.8	42.3	3.3	3.0	-4.0	12.0	0.6	99.4	YY	0.9	38.9	37.6	4.7	3.8	0.6	15.0	4.6
20230104_22	100250	200253.0	92.0	L	101.7	3.3	GG	0.3	8.8	8.6	34.2	33.9	-3.3	12.0	1.0	99.0	YY	0.9	9.4	8.7	35.3	34.4	1.0	15.0	4.3
20230104_22	100251	200255.0	92.0	M	104.3	0.7	GG	0.4	3.3	3.0	2.4	2.0	-0.7	12.0	5.3	94.7	RG	54.2	4.7	3.8	54.7	0.5	5.3	15.0	6.0
20230104_22	100330	200332.0	92.0	L	1.2	83.8	YY	0.4	6.9	5.9	24.0	23.6	1.2	10.0	8.5	76.5	RG	62.6	10.4	9.6	63.4	0.8	8.5	10.0	7.3
20230104_22	100383	200384.0	79.0	M	1.0	104.3	YY	0.3	57.4	56.9	91.6	91.3	1.0	10.0	6.1	99.2	RG	61.8	68.8	40.9	89.5	27.7	6.1	10.0	5.1
20230104_22	100401	200402.0	79.0	M	0.5	108.3	YY	0.3	8.1	7.8	12.1	11.8	0.5	16.0	4.0	104.8	RR	0.8	8.2	7.6	16.3	15.5	4.0	16.0	3.5
20230104_22	100571	200574.0	77.0	M	93.4	1.9	GG	0.3	26.1	25.7	48.7	48.4	-1.9	15.0	2.8	87.2	YR	0.9	25.7	24.5	52.2	51.3	2.8	5.0	4.7
20230104_22	100572	200576.0	77.0	R	94.8	0.5	GG	0.4	29.0	28.5	102.6	102.2	-0.5	15.0	5.3	84.7	RG	50.8	29.7	28.6	105.2	54.4	5.3	5.0	5.8
20230104_22	100573	200575.0	77.0	L	95.2	0.1	GY	0.3	26.8	26.4	17.5	17.2	-0.1	15.0	3.9	86.1	RR	0.7	26.1	25.1	61.1	60.4	3.9	5.0	4.0
20230104_23	100025	200029.0	70.0	R	84.5	4.2	GG	0.2	79.3	79.0	71.1	70.9	-4.2	9.0	1.3	87.0	YY	0.6	2.9	2.4	70.2	69.6	1.3	10.0	5.5
20230104_23	100115	200116.0	70.0	R	84.1	2.9	GG	0.6	45.1	44.6	54.2	53.6	-2.9	7.0	3.8	85.7	RR	1.3	32.2	29.9	53.3	52.0	3.8	8.0	6.7
20230104_23	100220	200222.0	48.0	R	85.2	4.8	GG	0.3	13.7	13.4	3.9	3.6	-4.8	5.0	89.4	0.6	GY	0.8	13.8	13.0	5.5	4.7	-0.6	5.0	4.2
20230104_23	100221	200223.0	48.0	R	89.1	0.9	GG	0.4	3.9	3.6	138.5	138.1	-0.9	5.0	4.9	102.7	RG	35.4	5.5	4.7	141.4	106.0	4.9	1.0	5.8
20230104_23	100289	200290.0	63.0	M	83.6	2.1	GG	0.3	37.5	37.1	89.1	88.8	-2.1	7.0	2.5	129.9	YY	0.8	36.0	20.4	93.2	92.4	2.5	6.0	4.6
20230104_23	100351	200352.0	69.0	L	1.8	103.5	YY	0.3	35.6	34.8	18.8	18.5	1.8	9.0	7.2	98.1	RG	56.9	34.3	33.3	103.5	46.6	7.2	9.0	5.4
20230104_23	100364	200366.0	69.0	L	104.7	0.6	GY	0.8	84.1	83.7	2.7	1.9	-0.6	9.0	5.4	96.4	RG	61.8	103.5	46.6	84.9	23.1	5.4	13.0	6.0
20230104_23	100442	200443.0	69.0	L	86.5	3.5	GG	1.0	28.4	28.2	23.6	22.6	-3.5	10.0	1.5	102.5	YY	1.0	72.2	32.9	25.9	24.9	1.5	5.0	5.0
20230105_00	100072	200073.0	38.0	R	85.9	4.1	GG	0.3	93.2	92.9	143.3	143.0	-4.1	3.0	0.5	102.9	YY	0.9	45.2	44.4	143.2	142.3	0.5	3.0	4.6
20230105_00	100112	200113.0	37.0	L	98.0	4.0	GG	0.4	31.1	30.3	6.7	6.3	-4.0	6.0	0.1	89.9	YY	0.8	30.8	30.0	10.9	10.1	0.1	5.0	4.1
20230105_00	100114	200116.0	37.0	L	2.7	87.3	YY	0.4	6.7	6.3	45.0	44.6	2.7	5.0	11.0	79.0	RG	47.7	10.9	10.1	122.4	74.7	11.0	5.0	8.3
20230105_00	100217	200218.0	41.0	R	2.5	73.8	YY	0.4	17.4	17.1	44.8	44.4	2.5	5.0	10.7	65.6	RG	22.3	159.2	158.5	40.6	18.3	10.7	5.0	8.2
20230105_00	100284	200285.0	41.0	M	1.3	128.7	YY	0.3	17.8	17.5	91.3	91.0	1.3	5.0	6.9	123.1	RG	59.9	19.5	18.8	90.7	30.8	6.9	5.0	5.6
20230105_01	100054	200055.0	34.0	M	119.1	0.2	GG	0.2	191.7	191.2	17.3	17.1	-0.2	5.0	3.3	69.4	YR	0.6	186.7	162.3	21.1	20.5	3.3	4.0	3.5
20230105_01	100062	200063.0	34.0	R	1.0	89.0	YY	0.4	119.6	119.2	67.0	66.6	1.0	5.0	8.1	81.9	RG	22.3	44.9	44.1	64.3	42.0	8.1	5.0	7.1
20230105_01	100098	200099.0	25.0	M	0.3	73.7	YY	0.2	338.7	338.3	38.2	38.0	0.3	5.0	3.9	70.1	RR	0.6	238.9	237.5	39.3	38.7	3.9	5.0	3.6
20230105_01	100115	200117.0	28.0	L	2.0	91.0	YY	0.6	211.7	211.2	40.2	39.6	2.0	6.0	8.7	84.3	RG	33.0	214.1	213.2	38.4	5.4	8.7	6.0	6.7
20230105_01	100208	200211.0	34.0	M	0.1	92.4	YY	0.3	92.8	92.5	3.4	3.1	0.1	7.0	6.6	85.9	RG	55.8	45.9	36.7	56.8	1.0	6.6	7.0	6.5
20230105_01	100209	200212.0	34.0	L	0.5	92.0	YY	0.4	55.6	54.9	45.0	44.6	0.5	7.0	7.2	85.3	RG	51.4	55.1	36.5	52.1	0.7	7.2	7.0	6.7
20230105_03	100072	200073.0	19.0	R	1.3	96.8	YY	0.3	63.6	63.3	95.4	95.1	1.3	3.0	7.3	90.8	RG	23.6	64.9	63.9	92.9	69.3	7.3	3.0	6.0
20230105_03	100074	200075.0	26.0	R	96.7	1.4	GG	0.3	95.4	95.1	95.4	95.1	-1.4	3.0	2.1	67.8	YY	0.7	92.9	69.3	96.0	95.3	2.1	1.0	3.5
20230105_04	100026	200027.0	21.0	M	96.8	3.2	GG	0.3	139.0	138.7	36.4	36.1	-3.2	2.0	0.9	99.1	YY	0.7	138.6	137.7	38.6	37.9	0.9	6.0	4.1
20230105_04	100038	200039.0	31.0	M	2.9	82.1	YY	0.4	31.1	30.8	161.6	161.2	2.9	3.0	9.8	75.2	RG	20.5	34.3	33.5	158.8	138.3	9.8	3.0	6.9
20230105_04	100050	200051.0	31.0	R	95.8	4.2	GG	0.3	90.6	90.3	15.1	14.8	-4.2	4.0	0.3	99.7	YY	0.9	89.7	68.2	19.6	18.7	0.3	5.0	4.5
20230105_04	100068	200069.0	31.0	R	98.8	1.2	GG	0.3	206.8	206.5	44.4	44.1	-1.2	4.0	2.8	97.2	YY	0.7	206.8	206.0	44.8	44.1	2.8	6.0	4.0
20230105_04	100085	200086.0	31.0	M	3.0	112.0	YY	0.4	31.7	31.5	47.4	47.0	3.0	8.0	11.5	103.5	RG	40.4	36.7	36.1	44.9	4.5	11.5	8.0	8.5
20230105_04	100136	200139.0	39.0	R	99.5	0.5	GG	0.3	120.9	120.6	56.8	56.5	-0.5	4.0	3.6	81.4	RR	0.8	176.3	147.9	56.4	55.6	3.6	8.0	4.1
20230105_04	100137	200140.0	39.0	M	2.4	82.6	YY	0.3	176.8	176.5	19.7	19.4	2.4	8.0	9.9	75.1	RG	20.0	126.7	125.7	20.3	0.3	9.9	8.0	7.5
20230105_04	100138	200141.0	39.0	L	3.0	82.0	YR	0.8	40.9	40.0	13.6	12.8	3.0	8.0	10.7	74.3	RG	21.9	44.5	43.8	23.5	1.6	10.7	8.0	7.7
20230105_04	100155	200157.0	39.0	M	0.2	96.3	YY	0.3	40.9	40.6	2.9	2.6	0.2	8.0	3.9	92.6	RR	0.7	40.8	40.1	7.2	6.5	3.9	8.0	3.7
20230105_04	100156	200158.0	39.0	M	3.1	93.4	YR	0.5	2.9	2.6	71.5	71.0	3.1	8.0	11.1	85.4	RG	36.0	7.2	6.5	67.2	31.2	11.1	8.0	8.0
20230105_04	100218	200219.0	44.0	R	86.6	2.0	GG	0.2	4.6	4.3	44.4	44.2	-2.0	7.0	1.8	98.2	YY	0.7	4.6	3.9	45.2	44.5	1.8	5.0	3.8
20230105_05	100065	200066.0	44.0	L	0.1	84.9	YY	0.9	6.0	5.3	32.9	32.0	0.1	7.0	6.2	78.8	RG	63.6	8.2	7.4	239.6	176.0	6.2	7.0	6.1
20230105_05	100095	200096.0	53.0	L	1.0	94.4	YY	0.4	52.5	52.2	51.1	50.7	1.0	9.0	7.5	87.9	RG	36.9	51.3	30.7	47.8	10.9	7.5	9.0	6.5
20230105_05	100185	200186.0	86.0	R	109.1	0.9	GG	0.4	34.8	34.5	19.5	19.1	-0.9	10.0	3.7	96.1	RR	0.8	35.2	34.4	23.2	22.4	3.7	12.0	4.6
20230105_05	100227	200228.0	86.0	R	96.6	3.6	GG	0.4	4.5	4.2	54.9	54.5	-3.6	13.0	0.8	104.2	YY	0.8	4.4	3.5	58.8	58.0	0.8	8.0	4.4
20230105_05	100262	200265.0	86.0	M	99.1	0.9	GG	0.3	28.7	28.4	53.3	53.0	-0.9	12.0	2.9	87.7	YR	0.8	28.5	27.7	12.5	11.7	2.9	8.0	3.8
20230105_05	100263	200266.0	86.0	R	1.3	89.3	YY	0.4	26.2	25.9	20.4	20.0	1.3	8.0	7.6	83.0	RG	22.5	28.7	28.0	24.2	1.7	7.6	8.0	6.3
20230105_05	100352	200354.0	83.0	R	3.0	96.3	YY	0.4	35.9	35.7	33.3	32.9	3.0	10.0	10.1	89.2	RG	42.2	40.0	39.5	44.0	1.8	10.1	10.0	7.1
20230105_05	100394	200395.0	83.0	R	99.6	0.4	GG	0.3	38.7	38.2	47.8	47.5	-0.4	15.0	3.4	96.6	YR	0.7	36.7	35.7	52.0	51.3	3.4	10.0	3.8
20230105_05	100466	200470.0	83.0	L	96.0	4.0	GG	0.4	40.1	39.7	45.1	44.7	-4.0	10.0	0.2	94.8	YY	0.7	40.0	39.1	27.5	26.8	0.2	9.0	4.2
20230105_05	100468	200472.0	83.0	R	98.3	1.7	GG	0.3	3.5	3.1	2.7	2.4	-1.7	10.0	2.2	92.8	YY	0.7	3.3	2.6	4.7	4.0	2.2	9.0	3.9
20230105_05	100471	200473.0	83.0	R	1.0	94.0	YY	0.3	2.7	2.4	17.8	17.5	1.0	9.0	6.9	88.1	RG	50.1	4.7	4.0	51.6	1.5	6.9	9.0	5.9
20230105_05	100487	200488.0	83.0	M	0.4	99.6	YY	0.3	10.1	9.8	51.8	51.5	0.4	10.0	4.1	95.9	RR	0.7	9.9	9.2	54.6	53.9	4.1	10.0	3.7
20230105_06	100014	200016.0	73.0	R	125.9	5.2	GG	1.3	87.2	86.9	42.3	41.0	-5.2	10.0	0.5	125.5	YY	2.5	89.5	65.5	43.2	40.7	0.5	11.0	5.7
20230105_06	100015	200017.0	73.0	L	128.0	3.1	GG	0.5	74.4	73.5	14.1	13.6	-3.1	10.0	0.6	125.4	YY	0.7	65.3	62.3	17.6	16.9	0.6	11.0	3.7
20230105_06	100069	200070.0	73.0	R	116.4	3.6	GG	0.3	79.4	78.9	70.3	70.0	-3.6	8.0	1.6	118.4	YY	1.0	88.7	41.3	69.3	68.3	1.6	10.0	5.2
20230105_06	100304	200305.0	100.0	R	119.6	0.4	GG	0.3	72.9	72.1	56.3	56.0	-0.4	18.0	3.7	116.3	RR	0.7	53.5	51.1	59.2	58.5	3.7	12.0	4.1
20230105_06	100484	200485.0	100.0	R	1.5	118.5	YY	0.3	67.7	67.4	35.8	35.5	1.5	16.0	6.2	113.8	RG	79.7	50.3	47.4	81.3	1.6	6.2	16.0	4.7
20230105_06	100506	200507.0	128.0	R	117.4	2.6	GG	0.3	69.3	68.7	15.4	15.1	-2.6	16.0	1.3	118.7	YY	0.8	33.8	31.7	18.4	17.6	1.3	15.0	3.9
20230105_06	100508	200509.0	128.0	L	1.7	118.3	YY	0.7	37.7	37.1	15.4	14.7	1.7	15.0	8.1	111.9	RG	73.7	43.2	40.1	76.6	2.9	8.1	15.0	6.4
20230105_07	100207	200208.0	112.0	M	110.7	5.1	GG	0.3	21.8	21.5	71.9	71.6	-5.1	18.0	115.0	0.8	GY	0.8	22.1	21.3	71.6	70.8	-0.8	18.0	4.3
20230105_07	100290	200291.0	167.0	M	118.7	1.3	GG	0.4	31.8	31.5	50.7	50.3	-1.3	18.0	2.9	23.1	YR	0.8	32.0	31.2	53.0	52.2	2.9	2.0	4.2
20230105_07	100466	200469.0	167.0	R	139.1	1.3	GG	0.3	37.3	37.0	22.4	22.1	-1.3	25.0	2.1	131.2	YY	0.7	36.3	35.4	26.3	25.6	2.1	30.0	3.4
20230105_07	100467	200470.0	167.0	M	139.6	0.8	GG	0.2	31.9	31.7	27.9	27.7	-0.8	25.0	2.3	131.0	YY	0.6	30.6	29.7	32.1	31.5	2.3	30.0	3.1
20230105_07	100468	200472.0	167.0	L	2.0	131.3	YY	0.3	44.9	44.5	67.6	67.3	2.0	30.0	6.9	126.4	RG	67.2	45.7	45.0	68.1	0.9	6.9	30.0	4.9
20230105_07	100614	200615.0	193.0	R	118.0	2.0	GG	0.2	20.3	19.9	48.1	47.9	-2.0	30.0	1.5	118.5	YY	0.8	19.0	18.2	53.5	52.7	1.5	20.0	3.5
20230105_07	100645	200646.0	193.0	L	118.6	1.4	GG	0.9	16.0	15.3	13.0	12.1	-1.4	20.0	4.4	115.6	RG	71.2	40.2	38.6	72.4	1.2	4.4	41.0	5.8
20230105_07	100951	200953.0	204.0	R	117.7	2.3	GG	0.4	13.5	13.2	12.6	12.2	-2.3	19.0	2.6	117.4	YY	1.0	14.5	13.8	15.9	14.9	2.6	29.0	4.9
20230105_07	101003	201005.0	204.0	R	114.2	5.8	GG	0.3	5.7	4.2	30.0	29.7	-5.8	29.0	117.6	2.4	GY	2.7	27.1	25.9	35.0	32.3	-2.4	29.0	3.4
20230105_08	100145	200146.0	165.0	M	117.5	2.5	GG	0.4	34.9	34.5	56.9	56.5	-2.5	22.0	2.1	117.9	YY	0.9	34.8	33.9	60.0	59.1	2.1	23.0	4.6
20230105_08	100187	200188.0	165.0	R	118.5	1.5	GG	0.3	23.6	23.4	7.9	7.6	-1.5	23.0	2.7	117.3	YY	0.8	23.7	22.9	10.3	9.5	2.7	19.0	4.2
20230105_08	100350	200351.0	154.0	R	116.9	3.1	GG	0.2	7.2	6.9	20.8	20.6	-3.1	22.0	0.5	119.5	YY	0.7	6.8	6.0	23.4	22.7	0.5	21.0	3.6
20230105_08	100423	200424.0	154.0	M	116.7	3.3	GG	0.2	14.1	13.8	13.6	13.4	-3.3	22.0	0.2	119.8	YY	0.6	14.0	13.3	19.1	18.5	0.2	15.0	3.5
20230105_08	100425	200427.0	154.0	L	2.4	117.6	YY	0.6	34.8	34.3	53.0	52.4	2.4	15.0	9.4	110.6	RG	72.0	38.7	38.1	72.7	0.7	9.4	15.0	7.0
20230105_08	100426	200428.0	154.0	R	3.0	117.0	YY	0.4	58.1	57.3	11.6	11.2	3.0	15.0	9.5	110.5	RG	66.7	41.7	40.2	68.4	1.7	9.5	15.0	6.5
20230105_08	100524	200526.0	154.0	R	119.2	0.8	GG	0.2	40.2	39.6	17.6	17.4	-0.8	24.0	2.6	117.4	YY	0.7	34.3	33.0	23.2	22.5	2.6	24.0	3.4
20230105_08	100525	200527.0	154.0	L	0.2	119.8	YY	0.3	17.0	16.4	33.5	33.2	0.2	24.0	5.3	114.7	RG	76.5	30.1	29.3	77.6	1.1	5.3	24.0	5.1
20230105_08	100567	200568.0	200.0	R	114.7	5.3	GG	0.4	48.0	47.3	9.3	8.9	-5.3	24.0	119.8	0.2	GY	0.9	31.9	30.3	13.4	12.5	-0.2	24.0	5.1
20230105_08	100873	200874.0	200.0	R	2.7	117.3	YY	0.4	30.9	29.9	47.7	47.3	2.7	34.0	8.0	112.0	RG	76.7	28.1	26.9	77.7	1.0	8.0	34.0	5.3
20230105_08	100931	200932.0	200.0	L	116.4	3.6	GG	0.6	26.1	25.2	12.2	11.6	-3.6	34.0	1.1	118.9	YY	0.9	23.6	22.6	16.8	15.9	1.1	28.0	4.7
20230105_09	100186	200190.0	134.0	R	90.2	4.8	GG	0.3	9.6	9.3	47.0	46.7	-4.8	17.0	94.3	0.7	GY	0.8	9.5	8.7	50.1	49.3	-0.7	17.0	4.1
20230105_09	100187	200191.0	134.0	L	90.5	4.5	GG	0.8	1.5	0.5	43.2	42.4	-4.5	17.0	0.1	80.4	YY	0.9	1.2	0.3	45.9	45.0	0.1	6.0	4.6
20230105_09	100199	200201.0	134.0	R	76.0	4.5	GG	0.5	4.9	4.5	25.6	25.1	-4.5	6.0	1.3	83.6	YY	1.2	15.7	9.4	28.7	27.5	1.3	15.0	5.8
20230105_09	100266	200270.0	163.0	M	112.8	4.2	GG	0.3	11.3	10.9	10.8	10.5	-4.2	23.0	116.5	0.5	GY	0.7	10.5	9.7	14.6	13.9	-0.5	23.0	3.7
20230105_09	100267	200271.0	163.0	L	113.8	3.2	GG	0.6	2.0	1.6	4.9	4.3	-3.2	23.0	0.7	116.3	YY	0.8	1.7	0.8	7.2	6.4	0.7	22.0	3.9
20230105_09	100269	200273.0	163.0	R	116.4	0.6	GG	0.3	15.4	15.1	28.9	28.6	-0.6	23.0	5.2	111.8	RG	73.5	17.3	16.5	73.7	0.2	5.2	22.0	5.8
20230105_09	100272	200275.0	163.0	L	1.7	115.3	YY	0.7	4.9	4.3	45.9	45.2	1.7	22.0	7.9	109.1	RG	65.1	7.2	6.4	65.5	0.4	7.9	22.0	6.2
20230105_09	100312	200314.0	163.0	L	2.1	98.5	YY	0.5	40.1	39.6	25.5	25.0	2.1	26.0	9.8	90.8	RG	56.6	41.3	40.1	56.9	0.3	9.8	26.0	7.7
20230105_09	100375	200376.0	163.0	R	1.5	91.7	YY	0.4	45.0	44.5	20.4	20.0	1.5	21.0	8.3	84.9	RG	66.4	43.4	41.7	66.8	0.4	8.3	21.0	6.8
20230105_09	100430	200433.0	163.0	M	74.4	2.1	GG	0.3	5.5	5.3	9.6	9.3	-2.1	12.0	1.3	115.7	YY	0.7	6.1	5.5	14.2	13.5	1.3	22.0	3.4
20230105_09	100431	200434.0	163.0	L	75.8	0.7	GY	0.9	13.3	11.7	4.0	3.1	-0.7	12.0	3.1	113.9	YR	0.6	12.8	11.9	7.7	7.1	3.1	22.0	3.8
20230105_09	100432	200438.0	163.0	R	0.4	116.6	YY	0.3	9.1	9.0	4.1	3.8	0.4	22.0	5.8	111.2	RG	81.1	12.3	11.9	82.1	1.0	5.8	22.0	5.4
20230105_09	100462	200467.0	163.0	R	112.4	4.6	GG	0.3	1.9	1.5	5.5	5.2	-4.6	22.0	116.5	0.5	GY	0.8	3.0	1.4	8.1	7.3	-0.5	22.0	4.1
20230105_09	100468	200470.0	163.0	M	116.5	0.5	GG	0.3	4.2	3.9	57.8	57.5	-0.5	22.0	3.4	109.9	YR	0.8	4.4	3.7	62.1	61.3	3.4	12.0	3.9
20230105_09	100469	200471.0	163.0	R	0.9	112.4	YY	0.3	5.5	5.2	53.2	52.9	0.9	12.0	7.6	105.7	RG	65.3	8.1	7.3	66.0	0.7	7.6	12.0	6.7
20230105_09	100561	200562.0	177.0	L	95.5	4.5	GG	0.5	14.4	13.9	37.9	37.4	-4.5	24.0	99.6	0.4	GY	0.8	12.9	11.9	40.7	39.9	-0.4	24.0	4.1
20230105_09	100594	200596.0	177.0	M	97.1	2.9	GG	0.2	21.2	20.5	33.3	33.1	-2.9	22.0	0.9	99.1	YY	0.7	15.1	14.1	37.6	36.9	0.9	14.0	3.8
20230105_09	100595	200597.0	177.0	L	99.0	1.0	GY	1.3	14.0	13.4	27.7	26.4	-1.0	22.0	4.0	96.0	RG	75.5	14.4	13.5	77.9	2.4	4.0	14.0	5.0
20230105_09	100620	200623.0	177.0	R	0.3	99.7	YY	1.2	7.8	7.5	51.2	50.0	0.3	19.0	9.5	90.5	RG	75.0	12.9	12.1	76.8	1.8	9.5	19.0	9.2
20230105_09	100621	200622.0	177.0	M	0.5	99.5	YY	0.3	16.5	16.2	50.1	49.8	0.5	19.0	6.1	93.9	RG	72.2	17.3	16.5	72.9	0.7	6.1	19.0	5.6
20230105_09	100740	200741.0	177.0	M	95.9	4.1	GG	0.3	13.9	13.6	23.8	23.5	-4.1	21.0	0.5	99.5	YY	0.9	14.4	13.6	27.9	27.0	0.5	11.0	4.6
20230105_09	100760	200761.0	177.0	L	96.2	3.8	GG	0.4	37.1	36.5	14.5	14.1	-3.8	11.0	1.3	98.7	YY	0.9	36.1	35.0	16.6	15.7	1.3	31.0	5.1
20230105_09	100814	200816.0	177.0	R	1.5	98.5	YY	0.2	7.7	7.2	28.8	28.6	1.5	27.0	7.2	92.8	RG	57.1	8.0	5.7	57.7	0.6	7.2	27.0	5.7
20230105_09	100815	200817.0	177.0	M	1.8	98.2	YY	0.3	20.7	20.0	28.8	28.5	1.8	27.0	8.4	91.6	RG	54.0	17.2	15.9	54.7	0.7	8.4	27.0	6.6
